product_name,ingredients_text,nova_group,health_score,allergens,additives,calories,protein_g,carbs_g,fat_g,sugar_g,sodium_mg,fiber_g,nutrition_density,food_group,source_dataset
Yautia Tannier,yautia tannier,1,85.3,,,132.0,2.0,31.9,0.5,0.0,31.0,2.0,56.9,Group 5,FOOD-DATA-GROUP5.csv
Mustard Spinach Cooked,"mustard spinach cooked, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,98.0,,,29.0,3.1,5.0,0.4,0.0,500.0,3.6,414.9,Group 5,FOOD-DATA-GROUP5.csv
Rhubarb Cooked,"rhubarb cooked, dietary fiber",4,30.5,,,278.0,0.9,74.9,0.1,68.9,7.0,4.8,80.9,Group 5,FOOD-DATA-GROUP5.csv
Beets Raw,"beets raw, dietary fiber",1,89.5,,,58.0,2.2,13.0,0.2,9.2,100.0,3.8,19.4,Group 5,FOOD-DATA-GROUP5.csv
Drumstick Pods Raw,"drumstick pods raw, dietary fiber",3,76.8,,,37.0,2.1,8.5,0.2,0.0,77.0,3.2,185.4,Group 5,FOOD-DATA-GROUP5.csv
Baby Zucchini,baby zucchini,1,75.2,,,2.0,0.3,0.3,0.1,0.0,41.0,0.1,6.9,Group 5,FOOD-DATA-GROUP5.csv
Onion Raw,onion raw,1,76.8,,,16.0,0.4,3.7,0.0,1.7,65.0,0.7,5.0,Group 5,FOOD-DATA-GROUP5.csv
Romanesco Cooked,"romanesco cooked, dietary fiber",1,94.7,,,39.0,3.7,7.7,0.4,0.0,300.0,4.0,144.3,Group 5,FOOD-DATA-GROUP5.csv
Butternut Squash Raw,"butternut squash raw, pasteurized cream, natural milk fat, dietary fiber",2,80.0,,,90.0,2.0,23.4,0.2,4.4,67.0,4.0,30.1,Group 5,FOOD-DATA-GROUP5.csv
Amaranth Leaves,amaranth leaves,1,81.2,,,6.0,0.7,1.1,0.1,0.0,71.0,0.0,74.7,Group 5,FOOD-DATA-GROUP5.csv
Turnip Greens Raw,"turnip greens raw, fresh raw vegetable, dietary fiber, folate, antioxidants",1,89.2,,,18.0,0.8,3.9,0.2,0.4,12.0,1.8,144.8,Group 5,FOOD-DATA-GROUP5.csv
Spaghetti Squash Raw,spaghetti squash raw,1,83.8,Gluten/Wheat,,31.0,0.6,7.0,0.6,2.8,81.0,1.5,35.3,Group 5,FOOD-DATA-GROUP5.csv
Seaweed Dry,"seaweed dry, dietary fiber",1,89.9,,,52.0,3.1,9.2,0.3,0.0,900.0,7.3,98.8,Group 5,FOOD-DATA-GROUP5.csv
Yam Cooked,"yam cooked, dietary fiber",1,93.2,,,158.0,2.0,37.4,0.2,0.7,17.0,5.3,45.5,Group 5,FOOD-DATA-GROUP5.csv
Corn Dried,"corn dried, dietary fiber",1,94.5,,,119.0,4.1,18.8,3.0,6.0,29.0,5.8,39.5,Group 5,FOOD-DATA-GROUP5.csv
Cucumber,cucumber,1,82.0,,,23.0,1.0,5.4,0.2,2.5,61.0,0.8,36.0,Group 5,FOOD-DATA-GROUP5.csv
Arrowroot,arrowroot,1,84.0,,,78.0,5.1,16.1,0.2,0.0,52.0,1.6,35.2,Group 5,FOOD-DATA-GROUP5.csv
Cardoon Raw,cardoon raw,1,87.0,,,30.0,1.2,7.2,0.2,0.0,300.0,2.8,12.0,Group 5,FOOD-DATA-GROUP5.csv
Bamboo Shoots Cooked,"bamboo shoots cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",1,78.0,,,14.0,1.8,2.3,0.3,0.0,40.0,1.2,5.8,Group 5,FOOD-DATA-GROUP5.csv
Summer Squash Raw,summer squash raw,1,87.2,,,42.0,3.1,8.7,0.5,5.7,51.0,2.9,16.0,Group 5,FOOD-DATA-GROUP5.csv
Sweet Potato Raw,"sweet potato raw, dietary fiber",1,89.8,,,112.0,2.0,26.2,0.0,5.4,79.0,3.9,32.7,Group 5,FOOD-DATA-GROUP5.csv
Green Tomato,"green tomato, fresh raw vegetable, dietary fiber, folate, antioxidants",1,86.6,,,42.0,2.2,9.3,0.4,7.3,55.0,2.0,81.1,Group 5,FOOD-DATA-GROUP5.csv
Beet Greens Raw,"beet greens raw, fresh raw vegetable, dietary fiber, folate, antioxidants",1,84.0,,,8.0,0.8,1.6,0.1,0.2,13.0,1.4,60.8,Group 5,FOOD-DATA-GROUP5.csv
Savoy Cabbage Cooked,"savoy cabbage cooked, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,92.0,,,41.0,3.1,9.2,0.2,0.0,50.0,4.8,17.6,Group 5,FOOD-DATA-GROUP5.csv
Witloof Chicory,witloof chicory,1,84.0,,,9.0,0.5,2.1,0.0,0.0,22.0,1.6,16.0,Group 5,FOOD-DATA-GROUP5.csv
Turnips Cooked,"turnips cooked, dietary fiber",1,87.8,,,34.0,1.1,7.9,0.1,4.7,17.0,3.1,12.4,Group 5,FOOD-DATA-GROUP5.csv
Dried Tomatoes,"dried tomatoes, fresh raw vegetable, dietary fiber, folate, antioxidants",1,75.5,,,5.0,0.3,1.1,0.1,0.8,69.0,0.2,4.8,Group 5,FOOD-DATA-GROUP5.csv
Radicchio,radicchio,1,81.5,,,15.0,0.9,2.9,0.2,0.4,33.0,0.6,22.6,Group 5,FOOD-DATA-GROUP5.csv
Mixed Vegetables Cooked,"mixed vegetables cooked, dietary fiber",1,95.1,,,118.0,5.2,23.8,0.3,5.7,89.0,8.0,37.7,Group 5,FOOD-DATA-GROUP5.csv
Yellow Tomato,"yellow tomato, fresh raw vegetable, dietary fiber, folate, antioxidants",1,83.8,,,32.0,2.1,6.3,0.6,0.0,88.0,1.5,10.8,Group 5,FOOD-DATA-GROUP5.csv
Cardoon Cooked,cardoon cooked,1,87.4,,,26.0,0.9,6.4,0.1,0.0,200.0,2.0,98.7,Group 5,FOOD-DATA-GROUP5.csv
Spinach Raw,"spinach raw, fresh raw vegetable, dietary fiber, folate, antioxidants",1,81.8,,,7.0,0.9,1.1,0.1,0.1,36.0,0.7,41.7,Group 5,FOOD-DATA-GROUP5.csv
Kale Raw,kale raw,1,83.5,,,7.0,0.6,0.9,0.3,0.2,45.0,0.9,76.0,Group 5,FOOD-DATA-GROUP5.csv
Drumstick Pods Cooked,"drumstick pods cooked, dietary fiber",3,79.8,,,42.0,2.5,9.7,0.2,0.0,300.0,5.0,156.0,Group 5,FOOD-DATA-GROUP5.csv
Kohlrabi Raw,"kohlrabi raw, dietary fiber",1,95.0,,,72.0,4.5,16.4,0.3,6.9,63.0,9.5,31.5,Group 5,FOOD-DATA-GROUP5.csv
Lentil Sprouts,lentil sprouts,1,81.2,,,82.0,6.9,17.0,0.4,0.0,44.0,0.0,58.8,Group 5,FOOD-DATA-GROUP5.csv
Carrots Raw,carrots raw,1,79.2,,,25.0,0.6,5.8,0.1,2.9,24.0,1.7,8.4,Group 5,FOOD-DATA-GROUP5.csv
Red Chili Peppers,red chili peppers,1,83.1,,,18.0,0.8,4.0,0.2,2.4,30.0,0.7,77.2,Group 5,FOOD-DATA-GROUP5.csv
Fennel,"fennel, dietary fiber",1,95.0,,,73.0,2.9,17.1,0.5,0.0,100.0,7.3,28.2,Group 5,FOOD-DATA-GROUP5.csv
Sweet Corn White,sweet corn white,1,85.0,,,63.0,2.4,13.9,0.9,2.4,16.0,2.0,19.4,Group 5,FOOD-DATA-GROUP5.csv
Celeriac Raw,celeriac raw,1,87.0,,,66.0,2.3,14.4,0.5,2.5,200.0,2.8,20.5,Group 5,FOOD-DATA-GROUP5.csv
Hubbard Squash Raw,"hubbard squash raw, dietary fiber",1,91.2,,,46.0,2.3,10.1,0.6,4.6,94.0,4.5,17.8,Group 5,FOOD-DATA-GROUP5.csv
Brussels Sprouts Cooked,brussels sprouts cooked,1,81.2,,,8.0,0.5,1.5,0.1,0.4,51.0,0.5,23.5,Group 5,FOOD-DATA-GROUP5.csv
Carrots Cooked,carrots cooked,1,83.5,,,16.0,0.3,3.8,0.1,1.6,25.0,1.4,21.2,Group 5,FOOD-DATA-GROUP5.csv
Lambs Quarters Raw,"lambs quarters raw, fresh meat, essential amino acids, heme iron",1,75.1,,,0.0,0.1,0.1,0.1,0.0,33.0,0.0,3.7,Group 5,FOOD-DATA-GROUP5.csv
Lotus Root Cooked,lotus root cooked,1,75.8,,,6.0,0.1,1.4,0.1,0.0,0.0,0.3,6.6,Group 5,FOOD-DATA-GROUP5.csv
Split Peas Raw,"split peas raw, dietary fiber, high protein",1,98.0,,,672.0,48.4,118.9,2.3,15.8,75.0,50.2,340.4,Group 5,FOOD-DATA-GROUP5.csv
Scots Kale Cooked,scots kale cooked,1,90.2,,,36.0,2.5,7.3,0.5,0.0,400.0,0.0,253.0,Group 5,FOOD-DATA-GROUP5.csv
Corn Cooked,corn cooked,1,86.2,,,99.0,3.5,21.6,1.5,4.7,39.0,2.5,29.3,Group 5,FOOD-DATA-GROUP5.csv
Radish Raw,radish raw,1,75.0,,,1.0,0.0,0.2,0.0,0.1,33.0,0.0,0.6,Group 5,FOOD-DATA-GROUP5.csv
Stinging Nettles,"stinging nettles, dietary fiber",1,98.0,,,37.0,2.4,6.7,0.0,0.2,90.0,6.1,444.8,Group 5,FOOD-DATA-GROUP5.csv
Baby Carrots,baby carrots,1,76.0,,,5.0,0.0,1.2,0.1,0.7,97.0,0.4,7.0,Group 5,FOOD-DATA-GROUP5.csv
Sweet Yellow Peppers,sweet yellow peppers,1,96.2,,,50.0,1.9,11.8,0.4,0.0,17.0,1.7,378.5,Group 5,FOOD-DATA-GROUP5.csv
Taro Leaves Raw,taro leaves raw,1,82.5,,,12.0,1.4,1.9,0.2,0.8,83.0,1.0,49.7,Group 5,FOOD-DATA-GROUP5.csv
Corn Raw,corn raw,1,87.2,,,123.0,4.7,26.7,1.9,9.0,83.0,2.9,36.3,Group 5,FOOD-DATA-GROUP5.csv
Roselle,roselle,1,84.4,,,28.0,0.5,6.4,0.4,0.0,79.0,0.0,137.5,Group 5,FOOD-DATA-GROUP5.csv
Drumstick Leaves Raw,drumstick leaves raw,3,63.2,,,13.0,2.0,1.7,0.3,0.0,71.0,0.4,55.0,Group 5,FOOD-DATA-GROUP5.csv
Scallop Squash Raw,scallop squash raw,1,84.4,Shellfish,,23.0,1.6,5.0,0.3,3.1,75.0,1.6,57.1,Group 5,FOOD-DATA-GROUP5.csv
Chicory Roots,chicory roots,1,83.5,,,65.0,1.3,15.8,0.2,7.9,55.0,1.4,19.0,Group 5,FOOD-DATA-GROUP5.csv
Brussels Sprouts Raw,brussels sprouts raw,1,81.8,,,8.0,0.6,1.7,0.1,0.4,49.0,0.7,27.6,Group 5,FOOD-DATA-GROUP5.csv
Kale Cooked,"kale cooked, dietary fiber",1,91.8,,,42.0,3.5,6.3,1.4,1.4,18.0,4.7,16.7,Group 5,FOOD-DATA-GROUP5.csv
Pupusas Con Frijoles,"pupusas con frijoles, dietary fiber",1,98.0,,,289.0,7.0,39.7,11.4,1.6,400.0,7.3,131.5,Group 5,FOOD-DATA-GROUP5.csv
Mustard Cabbage,"mustard cabbage, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,82.5,,,36.0,1.4,7.2,0.1,1.8,900.0,4.0,13.3,Group 5,FOOD-DATA-GROUP5.csv
Gourd Raw,gourd raw,1,77.5,,,19.0,1.1,4.1,0.2,1.9,30.0,1.0,6.6,Group 5,FOOD-DATA-GROUP5.csv
Butternut Squash Cooked,"butternut squash cooked, pasteurized cream, natural milk fat, dietary fiber",2,89.6,,,80.0,1.8,21.0,0.2,3.9,2.0,6.4,142.8,Group 5,FOOD-DATA-GROUP5.csv
Burdock Root Cooked,burdock root cooked,1,91.4,,,146.0,3.5,35.1,0.2,5.9,400.0,3.0,128.7,Group 5,FOOD-DATA-GROUP5.csv
Cassava,"cassava, dietary fiber",1,91.0,,,330.0,2.8,78.4,0.6,3.5,99.0,3.7,86.0,Group 5,FOOD-DATA-GROUP5.csv
Peas Carrots Cooked,"peas carrots cooked, dietary fiber",1,92.4,,,77.0,4.9,16.2,0.7,7.0,500.0,5.0,78.1,Group 5,FOOD-DATA-GROUP5.csv
Romaine Lettuce,romaine lettuce,1,82.5,,,8.0,0.6,1.5,0.1,0.6,83.0,1.0,21.1,Group 5,FOOD-DATA-GROUP5.csv
Yam Raw,"yam raw, dietary fiber",1,95.1,,,177.0,2.3,41.8,0.3,0.8,17.0,6.2,51.4,Group 5,FOOD-DATA-GROUP5.csv
Chowchow Pickles,"chowchow pickles, dietary fiber",4,17.7,,,296.0,3.7,65.3,2.2,58.5,1300.0,3.7,149.4,Group 5,FOOD-DATA-GROUP5.csv
Prairie Turnips Raw,prairie turnips raw,1,82.5,,,20.0,0.3,4.5,0.0,0.1,59.0,1.0,23.3,Group 5,FOOD-DATA-GROUP5.csv
Savoy Cabbage Raw,"savoy cabbage raw, fresh raw vegetable, dietary fiber, folate, antioxidants",1,80.5,,,19.0,1.4,4.3,0.0,1.6,7.0,2.2,8.2,Group 5,FOOD-DATA-GROUP5.csv
Celery Raw,celery raw,1,76.5,,,6.0,0.3,1.2,0.0,0.5,19.0,0.6,2.2,Group 5,FOOD-DATA-GROUP5.csv
Celeriac Cooked,celeriac cooked,1,80.4,,,42.0,1.5,9.1,0.3,0.0,84.0,0.0,57.5,Group 5,FOOD-DATA-GROUP5.csv
Mustard Spinach Raw,"mustard spinach raw, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,98.0,,,33.0,3.3,5.9,0.5,0.0,25.0,4.2,526.2,Group 5,FOOD-DATA-GROUP5.csv
Zucchini Raw,zucchini raw,1,86.5,,,44.0,3.1,8.1,0.8,6.5,23.0,2.6,15.2,Group 5,FOOD-DATA-GROUP5.csv
Okra Cooked,"okra cooked, dietary fiber",1,95.7,,,35.0,3.0,7.2,0.3,3.8,400.0,4.0,164.2,Group 5,FOOD-DATA-GROUP5.csv
White Icicle Radish,white icicle radish,1,84.1,,,14.0,1.1,2.6,0.1,0.0,49.0,1.4,62.0,Group 5,FOOD-DATA-GROUP5.csv
Orange Tomato,"orange tomato, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,77.5,,,18.0,1.3,3.5,0.2,0.0,1.0,1.0,6.1,Group 5,FOOD-DATA-GROUP5.csv
Pumpkin Leaves Raw,pumpkin leaves raw,1,80.0,,,7.0,1.2,0.9,0.2,0.0,57.0,0.0,22.7,Group 5,FOOD-DATA-GROUP5.csv
Spaghetti Squash Cooked,spaghetti squash cooked,1,85.6,Gluten/Wheat,,42.0,1.0,10.0,0.4,3.9,400.0,2.2,52.1,Group 5,FOOD-DATA-GROUP5.csv
White Corn Cooked,white corn cooked,1,87.0,,,100.0,3.4,22.4,1.5,8.0,82.0,2.8,30.3,Group 5,FOOD-DATA-GROUP5.csv
Artichoke Cooked,"artichoke cooked, dietary fiber",1,95.0,,,64.0,3.5,14.3,0.4,1.2,87.0,10.3,28.8,Group 5,FOOD-DATA-GROUP5.csv
Avocado,"avocado, dietary fiber",1,97.0,,,432.0,5.4,23.0,39.6,1.8,45.0,18.1,87.3,Group 5,FOOD-DATA-GROUP5.csv
String Beans Wellsley Farms,string beans wellsley farms,1,75.2,,,8.0,0.3,1.7,0.0,0.3,0.0,0.1,2.1,Group 5,FOOD-DATA-GROUP5.csv
Lambs Quarters Cooked,"lambs quarters cooked, fresh meat, essential amino acids, heme iron, dietary fiber",1,98.0,,,58.0,5.8,9.0,1.3,1.1,500.0,3.8,552.2,Group 5,FOOD-DATA-GROUP5.csv
Peas Cooked,"peas cooked, dietary fiber",1,96.4,,,134.0,8.6,25.0,0.4,9.5,74.0,8.8,43.5,Group 5,FOOD-DATA-GROUP5.csv
Beets Cooked,beets cooked,1,77.5,,,22.0,0.8,5.0,0.1,4.0,35.0,1.0,7.0,Group 5,FOOD-DATA-GROUP5.csv
Shallots Dried,shallots dried,1,75.2,,,3.0,0.1,0.7,0.0,0.3,59.0,0.1,1.1,Group 5,FOOD-DATA-GROUP5.csv
Green Lettuce,green lettuce,1,80.0,,,23.0,2.0,4.3,0.2,1.2,50.0,2.0,8.8,Group 5,FOOD-DATA-GROUP5.csv
Kohlrabi Cooked,kohlrabi cooked,1,84.5,,,48.0,3.0,11.0,0.2,4.6,35.0,1.8,16.5,Group 5,FOOD-DATA-GROUP5.csv
Kanpyo Dried,"kanpyo dried, dietary fiber",1,93.2,,,139.0,4.6,35.1,0.3,0.0,56.0,5.3,45.8,Group 5,FOOD-DATA-GROUP5.csv
Prairie Turnips Boiled,"prairie turnips boiled, prairie turnips boiled, pure extracted plant lipids",1,82.5,,,18.0,0.2,4.2,0.1,0.7,12.0,1.0,20.3,Group 5,FOOD-DATA-GROUP5.csv
Broccoli Raab Cooked,broccoli raab cooked,1,81.0,,,21.0,3.3,2.7,0.4,0.5,77.0,2.4,9.3,Group 5,FOOD-DATA-GROUP5.csv
Summer Squash Cooked,summer squash cooked,1,87.2,,,49.0,2.7,9.9,1.0,6.4,36.0,2.9,17.1,Group 5,FOOD-DATA-GROUP5.csv
Taro Cooked,"taro cooked, dietary fiber",1,95.2,,,187.0,0.7,45.7,0.1,0.6,55.0,6.7,54.0,Group 5,FOOD-DATA-GROUP5.csv
Spring Onion Scallions,spring onion scallions,1,76.2,,,6.0,0.4,1.5,0.1,0.5,48.0,0.5,2.6,Group 5,FOOD-DATA-GROUP5.csv
Hubbard Squash Cooked,"hubbard squash cooked, dietary fiber",1,92.2,,,57.0,2.8,12.3,0.7,5.6,500.0,5.5,21.6,Group 5,FOOD-DATA-GROUP5.csv
Jalapeno Pepper,jalapeno pepper,1,76.0,,,4.0,0.1,0.9,0.0,0.6,28.0,0.4,1.6,Group 5,FOOD-DATA-GROUP5.csv
New Zealand Spinach Cooked,"new zealand spinach cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",1,87.0,,,22.0,2.3,3.8,0.3,0.5,600.0,2.5,125.3,Group 5,FOOD-DATA-GROUP5.csv
Sesbania Flower Raw,sesbania flower raw,1,75.0,,,1.0,0.0,0.2,0.1,0.0,7.0,0.0,3.2,Group 5,FOOD-DATA-GROUP5.csv
Spirulina Dried,spirulina dried,1,80.8,,,20.0,4.0,1.7,0.5,0.2,31.0,0.3,17.6,Group 5,FOOD-DATA-GROUP5.csv
Chinese Cabbage Pe Tsai Cooked,"chinese cabbage pe tsai cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",1,85.7,,,17.0,1.8,2.9,0.2,0.0,300.0,2.0,64.2,Group 5,FOOD-DATA-GROUP5.csv
Zucchini Cooked,zucchini cooked,1,85.3,,,27.0,2.1,4.8,0.6,3.1,77.0,1.8,65.6,Group 5,FOOD-DATA-GROUP5.csv
Green Olives Pickled,green olives pickled,3,57.1,,,4.0,0.1,0.1,0.4,0.1,100.0,0.1,0.8,Group 5,FOOD-DATA-GROUP5.csv
Lotus Root Raw,"lotus root raw, dietary fiber",1,98.0,,,85.0,3.0,19.8,0.1,0.0,60.0,5.6,132.2,Group 5,FOOD-DATA-GROUP5.csv
Grape Leaves,"grape leaves, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,84.1,,,13.0,0.8,2.4,0.3,0.9,5.0,1.5,57.8,Group 5,FOOD-DATA-GROUP5.csv
Dill Pickled Cucumber,dill pickled cucumber,3,53.4,,,17.0,0.9,3.7,0.2,1.9,1300.0,1.6,68.1,Group 5,FOOD-DATA-GROUP5.csv
Skunk Cabbage,"skunk cabbage, fresh raw vegetable, dietary fiber, folate, antioxidants",1,84.5,,,11.0,1.5,1.8,0.1,0.0,16.0,1.2,79.4,Group 5,FOOD-DATA-GROUP5.csv
Banana Pepper,"banana pepper, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,82.8,,,9.0,0.5,1.8,0.1,0.6,39.0,1.1,35.6,Group 5,FOOD-DATA-GROUP5.csv
Oriental Radish Raw,"oriental radish raw, dietary fiber",1,98.0,,,61.0,2.0,13.9,0.3,8.5,14.0,5.4,188.7,Group 5,FOOD-DATA-GROUP5.csv
Purslane Cooked,purslane cooked,1,82.9,,,21.0,1.7,4.1,0.2,0.0,300.0,0.0,108.7,Group 5,FOOD-DATA-GROUP5.csv
Rhubarb Raw,rhubarb raw,1,77.2,,,11.0,0.5,2.3,0.1,0.6,58.0,0.9,4.0,Group 5,FOOD-DATA-GROUP5.csv
Swamp Cabbage,"swamp cabbage, fresh raw vegetable, dietary fiber, folate, antioxidants",1,86.1,,,20.0,2.0,3.6,0.2,0.0,400.0,1.9,77.6,Group 5,FOOD-DATA-GROUP5.csv
Mung Bean Sprouts Raw,mung bean sprouts raw,1,76.0,,,6.0,0.6,1.2,0.0,0.8,80.0,0.4,2.4,Group 5,FOOD-DATA-GROUP5.csv
Onion Cooked,onion cooked,1,75.5,,,7.0,0.2,1.5,0.0,0.7,40.0,0.2,2.2,Group 5,FOOD-DATA-GROUP5.csv
Swiss Chard Raw,swiss chard raw,1,81.5,,,7.0,0.6,1.3,0.0,0.4,89.0,0.6,32.3,Group 5,FOOD-DATA-GROUP5.csv
Peas Raw,"peas raw, dietary fiber",1,98.0,,,117.0,7.9,21.0,0.6,8.2,17.0,7.4,133.3,Group 5,FOOD-DATA-GROUP5.csv
Cabbage Cooked,"cabbage cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",1,87.2,,,35.0,1.9,8.3,0.0,4.2,11.0,2.9,13.6,Group 5,FOOD-DATA-GROUP5.csv
Taro Leaves Cooked,taro leaves cooked,1,94.3,,,35.0,3.9,5.6,0.6,0.0,300.0,2.9,190.9,Group 5,FOOD-DATA-GROUP5.csv
Leeks Cooked,leeks cooked,1,83.3,,,38.0,1.0,9.4,0.2,2.6,67.0,1.2,55.6,Group 5,FOOD-DATA-GROUP5.csv
Split Peas Cooked,"split peas cooked, dietary fiber, high protein",1,98.0,,,227.0,16.3,40.2,0.8,5.7,500.0,16.3,104.3,Group 5,FOOD-DATA-GROUP5.csv
Sweet Corn Yellow,sweet corn yellow,1,83.8,,,58.0,4.1,14.2,0.4,2.6,50.0,1.5,20.3,Group 5,FOOD-DATA-GROUP5.csv
Asparagus Raw,asparagus raw,1,75.8,,,2.0,0.3,0.5,0.0,0.2,47.0,0.3,1.3,Group 5,FOOD-DATA-GROUP5.csv
Collard Cooked,"collard cooked, dietary fiber",1,98.0,,,63.0,5.1,10.7,1.4,0.0,13.0,7.6,329.4,Group 5,FOOD-DATA-GROUP5.csv
Swiss Chard Cooked,"swiss chard cooked, dietary fiber",1,89.8,,,35.0,3.3,7.2,0.1,1.9,700.0,3.7,151.3,Group 5,FOOD-DATA-GROUP5.csv
Nopales Cooked,nopales cooked,1,98.0,,,22.0,2.0,4.9,0.0,1.7,87.0,3.0,263.0,Group 5,FOOD-DATA-GROUP5.csv
Tahitian Taro Cooked,tahitian taro cooked,1,91.5,,,60.0,5.7,9.4,0.9,0.0,400.0,0.0,274.3,Group 5,FOOD-DATA-GROUP5.csv
Chinese Cabbage Pak Choi Raw,"chinese cabbage pak choi raw, fresh raw vegetable, dietary fiber, folate, antioxidants",1,84.7,,,9.0,1.1,1.5,0.1,0.8,87.0,0.7,109.0,Group 5,FOOD-DATA-GROUP5.csv
Green Chili Pepper,green chili pepper,1,76.8,,,18.0,0.9,4.3,0.1,2.3,23.0,0.7,6.2,Group 5,FOOD-DATA-GROUP5.csv
Mountain Yam Raw,"mountain yam raw, dietary fiber",1,89.3,,,91.0,1.8,22.2,0.1,0.4,21.0,3.4,67.0,Group 5,FOOD-DATA-GROUP5.csv
Parsnips Cooked,"parsnips cooked, dietary fiber",1,95.0,,,114.0,2.1,27.2,0.5,7.7,21.0,6.4,36.6,Group 5,FOOD-DATA-GROUP5.csv
Tomato Stewed,"tomato stewed, fresh raw vegetable, dietary fiber, folate, antioxidants",3,64.2,,,97.0,2.4,16.1,3.3,0.0,600.0,2.1,24.1,Group 5,FOOD-DATA-GROUP5.csv
Sweet Green Peppers Cooked,sweet green peppers cooked,1,83.1,,,19.0,0.7,4.5,0.1,2.3,200.0,0.9,67.4,Group 5,FOOD-DATA-GROUP5.csv
White Corn Raw,"white corn raw, dietary fiber",1,91.4,,,143.0,5.3,31.6,2.0,5.3,88.0,4.5,44.0,Group 5,FOOD-DATA-GROUP5.csv
Rutabaga Raw,"rutabaga raw, dietary fiber",4,51.4,,,286.0,8.3,66.5,1.2,34.4,61.0,17.8,622.2,Group 5,FOOD-DATA-GROUP5.csv
Jalapeno Peppers Canned,"jalapeno peppers canned, dietary fiber",3,51.2,,,37.0,1.3,6.4,1.3,2.9,2300.0,3.5,60.0,Group 5,FOOD-DATA-GROUP5.csv
Pumpkin Canned,"pumpkin canned, dietary fiber",3,76.9,,,83.0,2.7,19.8,0.7,8.1,600.0,7.1,107.7,Group 5,FOOD-DATA-GROUP5.csv
Peas Onions Canned,peas onions canned,3,67.5,,,61.0,3.9,10.3,0.5,0.0,500.0,2.8,42.5,Group 5,FOOD-DATA-GROUP5.csv
Sweet Mashed Potato Canned,"sweet mashed potato canned, dietary fiber",3,74.8,,,258.0,5.0,59.1,0.5,13.9,200.0,4.3,162.1,Group 5,FOOD-DATA-GROUP5.csv
Hominy Canned,"hominy canned, dietary fiber",3,69.2,,,119.0,2.4,23.5,1.5,3.0,600.0,4.1,49.0,Group 5,FOOD-DATA-GROUP5.csv
Tomato Puree Canned,"tomato puree canned, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",3,72.1,,,95.0,4.1,22.5,0.5,12.1,2.0,4.8,32.9,Group 5,FOOD-DATA-GROUP5.csv
Dried Tomatoes Canned In Oil,"dried tomatoes canned in oil, dried tomatoes canned in oil, pure extracted plant lipids",2,65.5,,,6.0,0.2,0.7,0.4,0.0,56.0,0.2,6.0,Group 5,FOOD-DATA-GROUP5.csv
Mixed Vegetables Canned,"mixed vegetables canned, dietary fiber",3,75.5,,,88.0,3.5,17.5,0.6,0.0,500.0,9.3,31.4,Group 5,FOOD-DATA-GROUP5.csv
Straw Mushrooms Canned,straw mushrooms canned,3,57.2,,,2.0,0.2,0.3,0.1,0.0,49.0,0.1,0.8,Group 5,FOOD-DATA-GROUP5.csv
Capers Canned,capers canned,3,57.8,,,2.0,0.2,0.4,0.1,0.0,200.0,0.3,4.9,Group 5,FOOD-DATA-GROUP5.csv
Red Peppers Canned,red peppers canned,3,57.3,,,15.0,0.7,3.7,0.1,2.4,900.0,0.9,60.4,Group 5,FOOD-DATA-GROUP5.csv
Carrots Canned,"carrots canned, dietary fiber",3,75.9,,,104.0,2.6,24.4,0.6,11.2,200.0,8.2,36.9,Group 5,FOOD-DATA-GROUP5.csv
Tomatoes In Tomato Juice Canned,"tomatoes in tomato juice canned, fresh raw vegetable, dietary fiber, folate, antioxidants",3,71.2,,,41.0,1.9,9.6,0.3,5.7,300.0,2.4,113.2,Group 5,FOOD-DATA-GROUP5.csv
Asparagus Canned,"asparagus canned, dietary fiber",3,78.4,,,62.0,7.4,10.2,0.7,4.1,100.0,4.1,154.4,Group 5,FOOD-DATA-GROUP5.csv
Sweet Red Peppers Canned,sweet red peppers canned,3,50.4,,,25.0,1.1,5.5,0.4,0.0,1900.0,1.7,132.3,Group 5,FOOD-DATA-GROUP5.csv
Onions Canned,onions canned,3,64.0,,,12.0,0.5,2.5,0.1,1.4,200.0,0.8,34.9,Group 5,FOOD-DATA-GROUP5.csv
Turnip Greens Canned,"turnip greens canned, fresh raw vegetable, dietary fiber, folate, antioxidants",3,74.4,,,27.0,2.0,4.0,0.4,0.6,82.0,1.9,202.7,Group 5,FOOD-DATA-GROUP5.csv
Hearts Of Palm,hearts of palm,1,82.0,,,9.0,0.8,1.5,0.2,0.0,100.0,0.8,26.0,Group 5,FOOD-DATA-GROUP5.csv
